Date,Total
18/05/2021,110153937137.66795
19/05/2021,101732726159.7059
20/05/2021,87333445289.82028
21/05/2021,86018643953.22989
22/05/2021,82538673158.41438
23/05/2021,74999404777.03107
24/05/2021,72064312499.66766
25/05/2021,79804657366.48007
26/05/2021,82270127584.39427
27/05/2021,87599081451.28333
28/05/2021,85178221481.97878
29/05/2021,79613633963.36757
30/05/2021,78384170157.40955
31/05/2021,81809097434.99303
01/06/2021,86141557579.61049
02/06/2021,88127570906.75488
03/06/2021,92498878119.35042
04/06/2021,93583501050.364
05/06/2021,88848761788.67604
06/06/2021,91402782115.5601
07/06/2021,91955195724.70335
08/06/2021,90849878743.30824
09/06/2021,89601523354.87373
10/06/2021,91156664594.2537
11/06/2021,89298653275.61633
12/06/2021,87203160155.70042
13/06/2021,86454268844.81409
14/06/2021,92187096786.63516
15/06/2021,94866185580.79132
16/06/2021,92729976940.19212
17/06/2021,89905962494.42369
18/06/2021,87198200129.0587
19/06/2021,84283463964.64629
20/06/2021,83575715155.64539
21/06/2021,78525107615.01366
22/06/2021,72299028158.2034
23/06/2021,72150206864.84605
24/06/2021,74821330510.64723
25/06/2021,75983197215.87744
26/06/2021,73769661858.61613
27/06/2021,74562940052.16878
28/06/2021,76676993923.49455
29/06/2021,78992541612.23247
30/06/2021,81327136819.4702
01/07/2021,81048815066.69182
02/07/2021,80917918351.58669
03/07/2021,81013301640.489
04/07/2021,83846984822.22748
05/07/2021,84989515285.36798
06/07/2021,84835458757.59222
07/07/2021,88067475498.21591
08/07/2021,88188785771.36922
09/07/2021,86097160766.51318
10/07/2021,85735592812.53398
11/07/2021,85045421757.66734
12/07/2021,86387640859.21095
13/07/2021,82777958453.05154
14/07/2021,83131128884.77226
15/07/2021,81866535811.4495
16/07/2021,81217456435.64557
17/07/2021,80628549343.68343
18/07/2021,81749421688.414
19/07/2021,80520200135.25975
20/07/2021,78222472882.22102
21/07/2021,78459105115.00687
22/07/2021,82529895479.02217
23/07/2021,83302797345.75473
24/07/2021,85368177121.00752
25/07/2021,86860836192.37149
26/07/2021,88393473618.33647
27/07/2021,90150250157.3394
28/07/2021,91589942917.1756
29/07/2021,91953950461.2041
30/07/2021,93257066222.34914
31/07/2021,94946584441.031
01/08/2021,95568004789.43694
02/08/2021,95538610517.28111
03/08/2021,95089653568.60832
04/08/2021,95496635687.81856
05/08/2021,99003096554.30908
06/08/2021,99059991468.53049
07/08/2021,101845213801.2148
08/08/2021,106430781601.18228
09/08/2021,105577503669.78412
10/08/2021,108109428330.42313
11/08/2021,106341939711.24847
12/08/2021,108202121546.91406
13/08/2021,109298226130.08482
14/08/2021,113178702854.24008
15/08/2021,113802882755.11237
16/08/2021,114133334821.1577
17/08/2021,111603029631.66496
18/08/2021,110171104125.72363
19/08/2021,111854078074.2555
20/08/2021,115430481455.97118
21/08/2021,118229829922.2038
22/08/2021,117126786651.0328
23/08/2021,118927930219.67313
24/08/2021,118676624799.73836
25/08/2021,117106505625.49876
26/08/2021,116412571866.455
27/08/2021,115696691733.85751
28/08/2021,120002781974.70256
29/08/2021,119565009711.19278
30/08/2021,118264272128.7137
31/08/2021,119054748839.90312
01/09/2021,123902534232.20364
02/09/2021,130506532322.41035
03/09/2021,130965381271.94312
04/09/2021,133316453913.4455
05/09/2021,134102060186.7154
06/09/2021,135904698522.01518
07/09/2021,130409107898.98796
08/09/2021,123604230348.44649
09/09/2021,124512849928.06589
10/09/2021,124569698322.86292
11/09/2021,121981156703.45674
12/09/2021,126761650917.49448
13/09/2021,127914976431.74677
14/09/2021,126876411398.33932
15/09/2021,130936614172.50104
16/09/2021,132778493745.22986
17/09/2021,130970208372.62448
18/09/2021,130120981318.79012
19/09/2021,130063292051.28851
20/09/2021,122837498892.68848
21/09/2021,113358456715.37846
22/09/2021,116027372032.47156
23/09/2021,122098924898.6496
24/09/2021,121895027565.80067
25/09/2021,119321365650.0176
26/09/2021,119693755634.5335
27/09/2021,120710252095.63329
28/09/2021,117459365843.0513
29/09/2021,115828111835.77522
30/09/2021,117870594792.08575
01/10/2021,122741697121.65594
02/10/2021,127850834965.53668
03/10/2021,130545383500.6376
04/10/2021,131040795202.09416
05/10/2021,132004865647.4716
06/10/2021,133651548592.15346
07/10/2021,134965888980.88164
08/10/2021,137406123033.24368
09/10/2021,137851642147.1813
10/10/2021,138878233774.6449
11/10/2021,135891872428.06956
12/10/2021,137572889804.33203
13/10/2021,139089496281.2419
14/10/2021,142762647494.21567
15/10/2021,145509966532.95438
16/10/2021,148261059146.14502
17/10/2021,148535208465.84753
18/10/2021,149108522010.54276
19/10/2021,146860414431.68768
20/10/2021,150225633087.00757
21/10/2021,157655722304.5315
22/10/2021,155317052690.95483
23/10/2021,152934821499.64435
24/10/2021,157875010297.4116
25/10/2021,156747358583.9419
26/10/2021,160771822222.71817
27/10/2021,159173413846.94534
28/10/2021,153368193468.77893
29/10/2021,160245997629.7716
30/10/2021,153871741663.7354
31/10/2021,155024515057.9904
01/11/2021,157755472852.50018
02/11/2021,159658622120.0422
03/11/2021,165802973128.31378
04/11/2021,167967940433.53354
05/11/2021,168400074274.16064
06/11/2021,167592079093.25397
